================================================================================
LESSONS LISTING - GROUPED BY GRADE AND SUBJECT
================================================================================

### Common Core (10 subjects):
--------------------------------------------------------------------------------

## Arabic Language & Literature (32 lessons):

# Lessons:
ID     | Title                                              | Cycle      | Tracks
4079   | 3الحرارة                                           | 1st        | [All tracks]
4080   | 4الحركة                                            | 1st        | [All tracks]
4081   | 5الغازات                                           | 1st        | [All tracks]
4082   | 6الماء و الطبيعة                                   | 1st        | [All tracks]
4083   | 7الكهرباء                                          | 1st        | [All tracks]
4084   | 8تصنيف الحيوانات الفقرية                           | 1st        | [All tracks]
4085   | 9النباتات                                          | 1st        | [All tracks]


### Second Year Baccalaureate (13 subjects):
--------------------------------------------------------------------------------

## Accounting (9 lessons):

# Lessons:
ID     | Title                                              | Cycle      | Tracks
--------------------------------------------------------------------------------
3409   | Analyse du bilan                                   | 1st        | [All tracks]
3410   | Analyse d’exploitation ESG                         | 1st        | [All tracks]
3411   | Analyse d’exploitation TED                         | 1st        | [All tracks]
3412   | Introduction aux travaux de fin d’exercice         | 1st        | [All tracks]
3413   | La régularisation des charges et produits          | 1st        | [All tracks]
3414   | La régularisation des stocks                       | 1st        | [All tracks]
3415   | Les amortissements                                 | 1st        | [All tracks]
3416   | Les provisions                                     | 1st        | [All tracks]
3417   | Travaux de fin d’exercice                          | 1st        | [All tracks]


## Arabic Language & Literature (102 lessons):

# Lessons:
ID     | Title                                              | Cycle      | Tracks
--------------------------------------------------------------------------------
3306   | 10الايقاع الشعري                                   | 1st        | [All tracks]
3307   | 10النموذجي  نظام العلاقات بين العوامل              | 1st        | [All tracks]
3308   | 10تحليل قصيدة “البئر المهجورة” ليوسف الخال         | 1st        | [All tracks]
3309   | 10تحليل نص “الأنساق والبنية” لكمال أبو ديب         | 1st        | [All tracks]
3310   | 10تحليل نص “الكنز” لتوفيق الحكيم                   | 1st        | [All tracks]
3311   | 10سؤال الذات – نموذج شعري                          | 1st        | [All tracks]
3312   | 10منهجية الكتابة الإنشائية حول نص نقدي إجتماعي بني | 1st        | [All tracks]
3313   | 11الأفعال الكلامية  تعريف أفعال الكلام             | 1st        | [All tracks]
3314   | 11تحليل قصيدة “إلى دودة” لميخائيل نعيمة            | 1st        | [All tracks]
3315   | 12الفعل الكلامي المباشر ـ الفعل الكلامي غير المباش | 1st        | [All tracks]
3316   | 13تعريف الاتساق ـ الاتساق الدلالي والتركيبي        | 1st        | [All tracks]
3317   | 14الاتساق المعجمي التكرار والتضام                  | 1st        | [All tracks]
3318   | 15تعريف الانسجام ـ مبادئ الانسجام ـ عمليات بناء ال | 1st        | [All tracks]
3319   | 16أساليب الحجاج                                    | 1st        | [All tracks]
3320   | 1إحياء النموذج                                     | 1st        | [All tracks]
3321   | 1الإشتقاق                                          | 1st        | [All tracks]
3322   | 1التكرار                                           | 1st        | [All tracks]
3323   | 1القصة                                             | 1st        | [All tracks]
3324   | 1المنهج الاجتماعي                                  | 1st        | [All tracks]
3325   | 1الهوية الثقافية تحليل نص “هويتنا الثقافية والعولم | 1st        | [All tracks]
3326   | 1تقنيات التفاوض والمقابلة                          | 1st        | [All tracks]
3327   | 1تكسير البنية                                      | 1st        | [All tracks]
3328   | 1ظاهرة الشعر الحديث القراءة التوجيهية              | 1st        | [All tracks]
3329   | 1ملخص اللص والكلاب لنجيب محفوظ                     | 1st        | [All tracks]
3330   | 1مهارة كتابة إنشاء أدبيّ حول نص شعري               | 1st        | [All tracks]
3331   | 2إحياء النموذج – نص نظري                           | 1st        | [All tracks]
3332   | 2الاقتراض                                          | 1st        | [All tracks]
3333   | 2التوازي                                           | 1st        | [All tracks]
3334   | 2القراءة المنهجية للنصوص الشعرية                   | 1st        | [All tracks]
3335   | 2القصة – نص نظري                                   | 1st        | [All tracks]
3336   | 2اللص والكلاب  قراءة توجيهية وتحليلية وتركيبية مفص | 1st        | [All tracks]
3337   | 2المنهج الاجتماعي – نص نظري                        | 1st        | [All tracks]
3338   | 2تكسير البنية – نص نظري                            | 1st        | [All tracks]
3339   | 2مجتمع المعرفة تحليل نص “مجتمع المعرفة” لمحمد القب | 1st        | [All tracks]
3340   | 2ملخص ظاهرة الشعر الحديث لأحمد المعداوي المجاطي    | 1st        | [All tracks]
3341   | 2مهارة وضع خطة عمل                                 | 1st        | [All tracks]
3342   | 3الصورة الشعرية – مكوناتها                         | 1st        | [All tracks]
3343   | 3اللص والكلاب  الخطاطة السردية                     | 1st        | [All tracks]
3344   | 3النحت                                             | 1st        | [All tracks]
3345   | 3تحليل نص “المنهج الاجتماعي” لنبيل راغب            | 1st        | [All tracks]
3346   | 3تحليل نص “انبعاث الشعر العربي” لمحمد الكتاني      | 1st        | [All tracks]
3347   | 3تحليل نص “قضايا الإطار الموسيقي الجديد للقصيدة” ل | 1st        | [All tracks]
3348   | 3تحليل نص “مميزات القصة القصيرة واتجاهاتها” لمحمد  | 1st        | [All tracks]
3349   | 3حوار الثقافات تحليل نص “حوار الثقافات” لمحمد عابد | 1st        | [All tracks]
3350   | 3ظاهرة الشعر الحديث الفصل الأول – مدخل             | 1st        | [All tracks]
3351   | 3مهارة إعداد بطاقة حول شريط سينمائي                | 1st        | [All tracks]
3352   | 3مهارة كتابة إنشاء أدبي حول قضية أدبية (نص نظري)   | 1st        | [All tracks]
3353   | 4إحياء النموذج – نص شعري                           | 1st        | [All tracks]
3354   | 4التربية والتكوين تحليل نص “وظائف التربية الحديثة” | 1st        | [All tracks]
3355   | 4الصورة الشعرية – وظائفها                          | 1st        | [All tracks]
3356   | 4القراءة المنهجية للنصوص الأدبية                   | 1st        | [All tracks]
3357   | 4القصة – نص قصصي                                   | 1st        | [All tracks]
3358   | 4اللص والكلاب  المشيرات النصية الإجتماعية والنفسية | 1st        | [All tracks]
3359   | 4المنهج الاجتماعي – نص تطبيقي                      | 1st        | [All tracks]
3360   | 4تكسير البنية – نموذج شعري                         | 1st        | [All tracks]
3361   | 4جملة الصلة (صلة الموصول)                          | 1st        | [All tracks]
3362   | 4ظاهرة الشعر الحديث الفصل الأول – القسم الأول (نحو | 1st        | [All tracks]
3363   | 5الثقافة السياسية تحليل نص “الثقافة السياسية الجدي | 1st        | [All tracks]
3364   | 5الجملة الشرطية                                    | 1st        | [All tracks]
3365   | 5السطر الشعري                                      | 1st        | [All tracks]
3366   | 5اللص والكلاب  أهم أبعاد وقيم الرواية              | 1st        | [All tracks]
3367   | 5تحليل قصيدة “لنكن أصدقاء” لنازك الملائكة          | 1st        | [All tracks]
3368   | 5تحليل قصيدة “لي في من مضى مثل” لمحمود سامي البارو | 1st        | [All tracks]
3369   | 5تحليل نص “دم ودخان” لمبارك ربيع                   | 1st        | [All tracks]
3370   | 5تحليل نص “سوسيولوجية القصيدة العربية” لنجيب العوف | 1st        | [All tracks]
3371   | 5ظاهرة الشعر الحديث الفصل الأول – القسم الثاني (نح | 1st        | [All tracks]
3372   | 5منهجية الكتابة الإنشائية حول قصيدة من الشعر الإحي | 1st        | [All tracks]
3373   | 6الجملة التفسيرية                                  | 1st        | [All tracks]
3374   | 6اللص والكلاب  نماذج محللة                         | 1st        | [All tracks]
3375   | 6المجتمع المدني تحليل نص “المرأة والمجتمع المدني”  | 1st        | [All tracks]
3376   | 6المسرحية                                          | 1st        | [All tracks]
3377   | 6المقطع الشعري                                     | 1st        | [All tracks]
3378   | 6المنهج البنيوي                                    | 1st        | [All tracks]
3379   | 6تجديد الرؤيا                                      | 1st        | [All tracks]
3380   | 6تحليل قصيدة “أريج المسك” لمحمد بن ابراهيم         | 1st        | [All tracks]
3381   | 6ظاهرة الشعر الحديث الفصل الثاني (تجربة الغربة وال | 1st        | [All tracks]
3382   | 6منهجية الكتابة الإنشائية حول قصيدة من الشعر الحر  | 1st        | [All tracks]
3383   | 7الشعر تحليل نص “إلى الشعر” لنازك الملائكة         | 1st        | [All tracks]
3384   | 7المسرحية – نص نظري                                | 1st        | [All tracks]
3385   | 7المنهج البنيوي – نص نظري                          | 1st        | [All tracks]
3386   | 7الوقفة العروضية و الدلالية واللغة الشعرية         | 1st        | [All tracks]
3387   | 7تجديد الرؤيا – نص نظري                            | 1st        | [All tracks]
3388   | 7جملة القسم                                        | 1st        | [All tracks]
3389   | 7سؤال الذات                                        | 1st        | [All tracks]
3390   | 7ظاهرة الشعر الحديث الفصل الثالث (تجربة الموت والح | 1st        | [All tracks]
3391   | 7مهارة كتابة إنشاء أدبي حول نص نثري إبداعي         | 1st        | [All tracks]
3392   | 8الاتساق                                           | 1st        | [All tracks]
3393   | 8الرمز والأسطورة                                   | 1st        | [All tracks]
3394   | 8تحليل نص “المنهج البنيوي” لصلاح فضل               | 1st        | [All tracks]
3395   | 8تحليل نص “سمات النص المسرحي” لفرحان بلبل          | 1st        | [All tracks]
3396   | 8تحليل نص “قصيدة الرؤيا” لعلي أحمد سعيد أدونيس     | 1st        | [All tracks]
3397   | 8سؤال الذات – نص نظري                              | 1st        | [All tracks]
3398   | 8ظاهرة الشعر الحديث الفصل الرابع (الشكل الجديد)    | 1st        | [All tracks]
3399   | 8مهارة كتابة إنشاء أدبي حول قضية نقدية             | 1st        | [All tracks]
3400   | 9الانزياح                                          | 1st        | [All tracks]
3401   | 9المسرحية – نص مسرحي                               | 1st        | [All tracks]
3402   | 9المنهج البنيوي – نص تطبيقي                        | 1st        | [All tracks]
3403   | 9تجديد الرؤيا – نموذج شعري                         | 1st        | [All tracks]
3404   | 9تحليل نص “الشعر الرومانسي” لعبد المحسن طه بدر     | 1st        | [All tracks]
3405   | 9تعريف النموذج العاملي و مكوناته                   | 1st        | [All tracks]
3406   | 9ظاهرة الشعر الحديث  ملخص تركيبي                   | 1st        | [All tracks]
3407   | 9منهجية الكتابة الإنشائية حول نص قصصي مسرحي        | 1st        | [All tracks]


## Economics (13 lessons):

# Lessons:
ID     | Title                                              | Cycle      | Tracks
--------------------------------------------------------------------------------
2987   | Intervention de l’état                             | 1st        | [All tracks]
2988   | La mondialisation                                  | 1st        | [All tracks]
2989   | La politique budgétaire                            | 1st        | [All tracks]
2990   | La politique monétaire                             | 1st        | [All tracks]
2991   | La politique économique                            | 1st        | [All tracks]
2992   | La régulation par le marché                        | 1st        | [All tracks]
2993   | Le développement                                   | 1st        | [All tracks]
2994   | Le marché                                          | 1st        | [All tracks]
2995   | Les agrégats de la comptabilité nationale          | 1st        | [All tracks]
2996   | Les dysfonctionnements du marché (Le chômage)      | 1st        | [All tracks]
2997   | Les dysfonctionnements du marché (L’inflation)     | 1st        | [All tracks]
2998   | Les échanges extérieurs (Fondements théoriques et  | 1st        | [All tracks]
2999   | L’ouverture de l’économie                          | 1st        | [All tracks]


## English Language (2 lessons):

# Lessons:
ID     | Title                                              | Cycle      | Tracks
--------------------------------------------------------------------------------
3304   | Functions                                          | 1st        | [All tracks]
3305   | Quiz & exercises                                   | 1st        | [All tracks]


## French Language & Literature (1 lesson):

# Lessons:
ID     | Title                                              | Cycle      | Tracks
--------------------------------------------------------------------------------
3408   | اللغة الفرنسية الثانية باك                         | 1st        | [All tracks]


## History & Geography (50 lessons):

# Lessons:
ID     | Title                                              | Cycle      | Tracks
--------------------------------------------------------------------------------
3005   | 10النظام العالمي الجديد والقطبية الواحدة           | 1st        | [All tracks]
3006   | 10الولايات المتحدة الأمريكية (قوة اقتصادية عظمى)   | 1st        | [All tracks]
3007   | 10نظام القطبية الثنائية والحرب الباردة             | 1st        | [All tracks]
3008   | 11المغرب (الكفاح من أجل الاستقلال واستكمال الوحدة  | 1st        | [All tracks]
3009   | 11تصفية الاستعمار وبروز العالم الثالث              | 1st        | [All tracks]
3010   | 11فرنسا (قوة فلاحية وصناعية كبرى في الاتحاد الأورب | 1st        | [All tracks]
3011   | 12الحركات الاستقلالية بالجزائر وتونس وليبيا        | 1st        | [All tracks]
3012   | 12النظام العالمي الجديد والقطبية الواحدة           | 1st        | [All tracks]
3013   | 12اليابان (قوة تجارية كبرى)                        | 1st        | [All tracks]
3014   | 13الحركات الاستقلالية بالمشرق العربي               | 1st        | [All tracks]
3015   | 13ملف الثورة العلمية والتكنولوجية                  | 1st        | [All tracks]
3016   | 14القضية الفلسطينية والصراع العربي الإسرائيلي      | 1st        | [All tracks]
3017   | 14المغرب (الكفاح من أجل الاستقلال واستكمال الوحدة  | 1st        | [All tracks]
3018   | 15الحركات الاستقلالية بالجزائر وتونس وليبيا        | 1st        | [All tracks]
3019   | 16الحركات الاستقلالية بالمشرق العربي               | 1st        | [All tracks]
3020   | 17القضية الفلسطينية والصراع العربي الإسرائيلي      | 1st        | [All tracks]
3021   | 1الثورة الروسية وأزمات الديمقراطيات الليبرالية     | 1st        | [All tracks]
3022   | 1العالم غداة الحرب العالمية الأولى                 | 1st        | [All tracks]
3023   | 1العولمة المفهوم، الآليات والفاعلون                | 1st        | [All tracks]
3024   | 2أزمة العالم الرأسمالي الكبرى لسنة 1929            | 1st        | [All tracks]
3025   | 2الثورة الروسية وأزمات الديمقراطيات الليبرالية     | 1st        | [All tracks]
3026   | 2تنظيم المجال العالمي في إطار العولمة              | 1st        | [All tracks]
3027   | 3الحرب العالمية الثانية 1939 – 1945                | 1st        | [All tracks]
3028   | 3العولمة وتفاوت النمو بين الشمال والجنوب           | 1st        | [All tracks]
3029   | 3تفاوت النمو بين الشمال والجنوب (المجال المتوسطي ن | 1st        | [All tracks]
3030   | 3ملف مساهمة المغاربة في الحرب العالمية الثانية     | 1st        | [All tracks]
3031   | 4المجال العالمي والتحديات الكبرى (التحدي السكاني،  | 1st        | [All tracks]
3032   | 4المغرب تحت نظام الحماية                           | 1st        | [All tracks]
3033   | 4مجموعة أمريكا الشمالية (التبادل الحر والاندماج ال | 1st        | [All tracks]
3034   | 4ملف مساهمة المغاربة في الحرب العالمية الثانية     | 1st        | [All tracks]
3035   | 5العولمة والهوية الثقافية                          | 1st        | [All tracks]
3036   | 5المغرب تحت نظام الحماية                           | 1st        | [All tracks]
3037   | 5دول جنوب شرق آسيا (قطب اقتصادي في تطور متصاعد)    | 1st        | [All tracks]
3038   | 5سقوط الإمبراطورية العثمانية وتوغل الاستعمار بالمش | 1st        | [All tracks]
3039   | 6الاتحاد الأوربي نحو اندماج شامل                   | 1st        | [All tracks]
3040   | 6القضية الفلسطينية                                 | 1st        | [All tracks]
3041   | 6المغرب الاستغلال الاستعماري في عهد الحماية        | 1st        | [All tracks]
3042   | 6فرنسا (قوة فلاحية وصناعية كبرى في الاتحاد الأوربي | 1st        | [All tracks]
3043   | 7اليابان (قوة تجارية كبرى)                         | 1st        | [All tracks]
3044   | 7سقوط الإمبراطورية العثمانية وتوغل الاستعمار بالمش | 1st        | [All tracks]
3045   | 7مجموعة أمريكا الشمالية (التبادل الحر والاندماج ال | 1st        | [All tracks]
3046   | 7ملف الوضع الدولي لطنجة في عهد الحماية             | 1st        | [All tracks]
3047   | 8البرازيل نمو اقتصادي واستمرار التفاوتات في التنمي | 1st        | [All tracks]
3048   | 8القضية الفلسطينية                                 | 1st        | [All tracks]
3049   | 8دول جنوب شرق آسيا (قطب اقتصادي في تطور متصاعد)    | 1st        | [All tracks]
3050   | 8نظام القطبية الثنائية والحرب الباردة              | 1st        | [All tracks]
3051   | 9تصفية الاستعمار وبروز العالم الثالث               | 1st        | [All tracks]
3052   | 9كوريا الجنوبية نموذج لبلد حديث النمو الإقتصادي    | 1st        | [All tracks]
3053   | 9ملف المنظمة العالمية للتجارة                      | 1st        | [All tracks]
3054   | 9ملف الوضع الدولي لطنجة في عهد الحماية             | 1st        | [All tracks]


## Islamic Education (35 lessons):

# Lessons:
ID     | Title                                              | Cycle      | Tracks
--------------------------------------------------------------------------------
3055   | 1إكمال الدين ووفاة الرسول صلى الله عليه وسلم       | 1st        | [All tracks]
3056   | 1التصور الإسلامي للحرية                            | 1st        | [All tracks]
3057   | 1التوحيد والحرية                                   | 1st        | [All tracks]
3058   | 1الخصائص العامة للشريعة الإسلامية                  | 1st        | [All tracks]
3059   | 1حق الله الاعتزاز بالإسلام                         | 1st        | [All tracks]
3060   | 2الإسلام وبناء الحضارة الإنسانية                   | 1st        | [All tracks]
3061   | 2الإلحاد بين الوهم والحقيقة                        | 1st        | [All tracks]
3062   | 2الرسول صلى الله عليه وسلم نموذج الكمال البشري     | 1st        | [All tracks]
3063   | 2حق النفس التوسط والاعتدال                         | 1st        | [All tracks]
3064   | 2مقاصد الشريعة الإسلامية                           | 1st        | [All tracks]
3065   | 3الرحمة والرفق                                     | 1st        | [All tracks]
3066   | 3النظر والتفكر سبيل العلم والإيمان                 | 1st        | [All tracks]
3067   | 3حق الغير خطبة الوداع وحقوق الإنسان                | 1st        | [All tracks]
3068   | 3ضوابط فهم النص الشرعي (القرآن والسنة)             | 1st        | [All tracks]
3069   | 3نماذج للتأسي علي كرم الله وجهه وزينة القوة والعلم | 1st        | [All tracks]
3070   | 4الاجتهاد والتجديد                                 | 1st        | [All tracks]
3071   | 4القرآن الكريم منهاج حياة                          | 1st        | [All tracks]
3072   | 4حق البيئة  إن الله جميل يحب الجمال                | 1st        | [All tracks]
3073   | 4صفات عباد الرحمان                                 | 1st        | [All tracks]
3074   | 4واجبنا نحو الرسول صلى الله عليه وسلم              | 1st        | [All tracks]
3149   | 10النسخ                                            | 1st        | [All tracks]
3150   | 11وجوه النسخ                                       | 1st        | [All tracks]
3151   | 12أنواع النسخ في القرآن الكريم                     | 1st        | [All tracks]
3152   | 13طرق معرفة النسخ                                  | 1st        | [All tracks]
3153   | 14التعارض والترجيح                                 | 1st        | [All tracks]
3154   | 15الاجتهاد                                         | 1st        | [All tracks]
3155   | 1مدخل للمقاصد الشرعية                              | 1st        | [All tracks]
3156   | 2أنواع المصالح (الضروريات)                         | 1st        | [All tracks]
3157   | 3أنواع المصالح (الحاجيات)                          | 1st        | [All tracks]
3158   | 4أنواع المصالح (التحسينيات)                        | 1st        | [All tracks]
3159   | 5مكملات المقاصد                                    | 1st        | [All tracks]
3160   | 6ترتيب المصالح                                     | 1st        | [All tracks]
3161   | 7قواعد رفع الضرر                                   | 1st        | [All tracks]
3162   | 8قواعد رفع الحرج                                   | 1st        | [All tracks]
3163   | 9الأمور بمقاصدها                                   | 1st        | [All tracks]


## Life & Earth Sciences (62 lessons):

# Lessons:
ID     | Title                                              | Cycle      | Tracks
--------------------------------------------------------------------------------
3418   | 10الدراسة الكمية للتغير – القياس الإحيائي          | 1st        | [All tracks]
3419   | 11علم وراثة الساكنة                                | 1st        | [All tracks]
3420   | 12علم المناعة                                      | 1st        | [All tracks]
3421   | 13تعرف الجسم على ما هو ذاتي وما هو غير ذاتي        | 1st        | [All tracks]
3422   | 14وسائل دفاع الجسم عما هو ذاتي                     | 1st        | [All tracks]
3423   | 15اضطرابات الجهاز المناعي                          | 1st        | [All tracks]
3424   | 16مساعدات الجهاز المناعي                           | 1st        | [All tracks]
3425   | 17السلاسل الجبلية الحديثة وعلاقتها بتكتونية الصفائ | 1st        | [All tracks]
3426   | 18التحول وعلاقته بدينامية الصفائح                  | 1st        | [All tracks]
3427   | 19الكرانيتية وعلاقتها بظاهرة التحول                | 1st        | [All tracks]
3428   | 1استهلاك المادة العضوية وتدفق الطاقة               | 1st        | [All tracks]
3429   | 20استعمال المواد العضویة وغير العضویة (علوم فيزيائ | 1st        | [All tracks]
3430   | 21النفايات المنزلية الناتجة عن استعمال المواد العض | 1st        | [All tracks]
3431   | 22التلوثات الناتجة عن استهلاك المواد الطاقية واستع | 1st        | [All tracks]
3432   | 23المواد المشعة والطاقة النووية (علوم فيزيائية)    | 1st        | [All tracks]
3433   | 24قياس جودة وصحة الأوساط الطبيعية (علوم فيزيائية)  | 1st        | [All tracks]
3434   | 2تحرير الطاقة الكامنة على مستوى المادة العضوية     | 1st        | [All tracks]
3435   | 3دور العضلة الهيكلية المخططة في تحويل الطاقة       | 1st        | [All tracks]
3436   | 4مفهوم الخبر الوراثي                               | 1st        | [All tracks]
3437   | 5تعبير الخبر الوراثي                               | 1st        | [All tracks]
3438   | 6الهندسة الوراثية  مبادئها وتقنياتها               | 1st        | [All tracks]
3439   | 7نقل الخبر الوراثي عبر التوالد الجنسي              | 1st        | [All tracks]
3440   | 8القوانين الإحصائية لإنتقال الصفات الوراثية عند ثن | 1st        | [All tracks]
3441   | 9علم الوراثة البشرية                               | 1st        | [All tracks]
3442   | Consommation de la matière organique et flux d’éne | 1st        | [All tracks]
3443   | Dysfonctionnements du système immunitaire          | 1st        | [All tracks]
3444   | Expression de l’information génétique              | 1st        | [All tracks]
3445   | Génétique des populations                          | 1st        | [All tracks]
3446   | Génétique humaine                                  | 1st        | [All tracks]
3447   | La granitisation et sa relation avec le métamorphi | 1st        | [All tracks]
3448   | Le métamorphisme et sa relation avec la tectonique | 1st        | [All tracks]
3449   | Les chaînes de montagnes récentes et leur relation | 1st        | [All tracks]
3450   | Les phénomènes géologiques accompagnant la formati | 1st        | [All tracks]
3451   | Libération de l’énergie emmagasinée dans la matièr | 1st        | [All tracks]
3452   | Lois statistiques de la transmission des caractère | 1st        | [All tracks]
3453   | L’immunologie                                      | 1st        | [All tracks]
3454   | Moyens de défense du soi                           | 1st        | [All tracks]
3455   | Moyens d’aide du système immunitaire               | 1st        | [All tracks]
3456   | Notion de l’information génétique                  | 1st        | [All tracks]
3457   | Notions du soi et du non soi                       | 1st        | [All tracks]
3458   | Rôle du muscle strié squelettique dans la conversi | 1st        | [All tracks]
3459   | Transmission de l’information génétique par la rep | 1st        | [All tracks]
3460   | Étude quantitative de la variation (la biométrie)  | 1st        | [All tracks]
3461   | Génétique des populations                          | 1st        | [All tracks]
3462   | Génétique humaine                                  | 1st        | [All tracks]
3463   | Lois statistiques de la transmission des caractère | 1st        | [All tracks]
3464   | Transmission de l’information génétique par la rep | 1st        | [All tracks]
3465   | Étude quantitative de la variation (la biométrie)  | 1st        | [All tracks]
3466   | Consommation de la matière organique et flux d’éne | 1st        | [All tracks]
3467   | Contrôle de la qualité et de la salubrité des mili | 1st        | [All tracks]
3468   | Expression de l’information génétique              | 1st        | [All tracks]
3469   | La granitisation et sa relation avec le métamorphi | 1st        | [All tracks]
3470   | La pollution des milieux naturels                  | 1st        | [All tracks]
3471   | Le métamorphisme et sa relation avec la tectonique | 1st        | [All tracks]
3472   | Les chaînes de montagnes récentes et leur relation | 1st        | [All tracks]
3473   | Les matières radioactives et l’énergie nucléaire   | 1st        | [All tracks]
3474   | Les ordures ménagères issues de l’utilisation des  | 1st        | [All tracks]
3475   | Les phénomènes géologiques accompagnant la formati | 1st        | [All tracks]
3476   | Libération de l’énergie emmagasinée dans la matièr | 1st        | [All tracks]
3478   | Notion de l’information génétique                  | 1st        | [All tracks]
3479   | Rôle du muscle strié squelettique dans la conversi | 1st        | [All tracks]
3480   | Transmission de l’information génétique par la rep | 1st        | [All tracks]


## Management (4 lessons):

# Lessons:
ID     | Title                                              | Cycle      | Tracks
--------------------------------------------------------------------------------
3000   | La Gestion des Ressources Humaines  -GRH           | 1st        | [All tracks]
3001   | La Gestion des Ressources Humaines (GRH)           | 1st        | [All tracks]
3002   | La mercatique                                      | 1st        | [All tracks]
3004   | Organisation de la production                      | 1st        | [All tracks]


## Mathematics (74 lessons):

# Lessons:
ID     | Title                                              | Cycle      | Tracks
--------------------------------------------------------------------------------
3075   | 10محور التماثل، مركز التماثل، نقطة الانعطاف        | 1st        | [All tracks]
3076   | 11الدوال الأسية النيبيرية                          | 1st        | [All tracks]
3077   | 12نهاية متتالية                                    | 1st        | [All tracks]
3078   | 13التزايدات المنتهية                               | 1st        | [All tracks]
3079   | 14المتتاليات العددية                               | 1st        | [All tracks]
3080   | 15الحسابيات في المجموعة Z                          | 1st        | [All tracks]
3081   | 16الأعداد العقدية                                  | 1st        | [All tracks]
3082   | 17البنيات الجبرية                                  | 1st        | [All tracks]
3083   | 18قوانين التركيب الداخلي (الزمرة، الحلقة، الجسم)   | 1st        | [All tracks]
3084   | 19الدوال اللوغاريتمية                              | 1st        | [All tracks]
3085   | 1النهايات والإتصال                                 | 1st        | [All tracks]
3086   | 20الدوال الاسية                                    | 1st        | [All tracks]
3087   | 21التكامل والدوال الأصلية                          | 1st        | [All tracks]
3088   | 22التكامل                                          | 1st        | [All tracks]
3089   | 23الدوال الأصلية                                   | 1st        | [All tracks]
3090   | 24المعادلات التفاضلية                              | 1st        | [All tracks]
3091   | 25الاحتمالات                                       | 1st        | [All tracks]
3092   | 26المخروطيات (المنحنيات من الدرجة الثانية)         | 1st        | [All tracks]
3093   | 27الفضاءات المتجهية الحقيقية                       | 1st        | [All tracks]
3094   | 28الهندسة الفضائية                                 | 1st        | [All tracks]
3095   | 29الجداء المتجهي                                   | 1st        | [All tracks]
3096   | 2اتصال دالة عددية                                  | 1st        | [All tracks]
3097   | 30الفلكة                                           | 1st        | [All tracks]
3098   | 31الجداء السلمي في الفضاء                          | 1st        | [All tracks]
3099   | 32التعداد                                          | 1st        | [All tracks]
3100   | 3الاشتقاق ودراسة الدوال                            | 1st        | [All tracks]
3101   | 4الاشتقاق                                          | 1st        | [All tracks]
3102   | 5دراسة الدوال وتمثيلها المبياني                    | 1st        | [All tracks]
3103   | 6الدالة الأسية للأساس a                            | 1st        | [All tracks]
3104   | 7الدالة العكسية                                    | 1st        | [All tracks]
3105   | 8دالة الجدر من الرتبة n                            | 1st        | [All tracks]
3106   | 9الفروع اللانهائية لمنحنى دالة                     | 1st        | [All tracks]
3107   | Calcul intégral                                    | 1st        | [All tracks]
3108   | Dénombrement                                       | 1st        | [All tracks]
3109   | Dérivation et étude des fonctions                  | 1st        | [All tracks]
3110   | Fonctions exponentielles                           | 1st        | [All tracks]
3111   | Fonctions logarithmiques                           | 1st        | [All tracks]
3112   | Fonctions primitives                               | 1st        | [All tracks]
3113   | Géométrie dans l’espace (Produit scalaire dans l’e | 1st        | [All tracks]
3114   | Limites et continuité                              | 1st        | [All tracks]
3115   | Nombres complexes (Partie 1)                       | 1st        | [All tracks]
3116   | Nombres complexes (Partie 2)                       | 1st        | [All tracks]
3117   | probabilités                                       | 1st        | [All tracks]
3118   | Suites numériques                                  | 1st        | [All tracks]
3119   | Équations différentielles                          | 1st        | [All tracks]
3120   | Arithmétique                                       | 1st        | [All tracks]
3121   | calcul intégral                                    | 1st        | [All tracks]
3122   | Dérivation et étude des fonctions                  | 1st        | [All tracks]
3123   | Espaces vectoriels                                 | 1st        | [All tracks]
3124   | Fonctions exponentielles                           | 1st        | [All tracks]
3125   | Fonctions logarithmiques                           | 1st        | [All tracks]
3126   | Fonctions primitives                               | 1st        | [All tracks]
3127   | Groupe Anneau Corps                                | 1st        | [All tracks]
3128   | Limites et continuité                              | 1st        | [All tracks]
3129   | Lois de composition interne                        | 1st        | [All tracks]
3130   | Nombres complexes (Partie 1)                       | 1st        | [All tracks]
3131   | Nombres complexes (Partie 2)                       | 1st        | [All tracks]
3132   | Probabilités                                       | 1st        | [All tracks]
3133   | Suites numériques                                  | 1st        | [All tracks]
3134   | Théorème des Accroissements Finis (TAF)            | 1st        | [All tracks]
3135   | Équations différentielles                          | 1st        | [All tracks]
3136   | Calcul intégral                                    | 1st        | [All tracks]
3137   | Dénombrement                                       | 1st        | [All tracks]
3138   | Dérivation et étude des fonctions                  | 1st        | [All tracks]
3139   | Fonctions exponentielles                           | 1st        | [All tracks]
3140   | Fonctions logarithmiques                           | 1st        | [All tracks]
3141   | Fonctions primitives                               | 1st        | [All tracks]
3142   | Géométrie dans l’espace (Produit scalaire dans l’e | 1st        | [All tracks]
3143   | Limites et continuité                              | 1st        | [All tracks]
3144   | Nombres complexes (Partie 1)                       | 1st        | [All tracks]
3145   | Nombres complexes (Partie 2)                       | 1st        | [All tracks]
3146   | probabilités                                       | 1st        | [All tracks]
