================================================================================
LESSONS LISTING - GROUPED BY GRADE AND SUBJECT
================================================================================

### Common Core (10 subjects):
--------------------------------------------------------------------------------

## Arabic Language & Literature (32 lessons):

# Lessons:
ID     | Title                                              | Cycle      | Tracks
3795   | 1المساواة كلكم لآدم                                | 1st        | [All tracks]
3796   | 1بعثة الرسول صلى الله عليه وسلم                    | 1st        | [All tracks]
3797   | 1حسن التواصل                                       | 1st        | [All tracks]
3798   | 1سورة الجمعة                                       | 1st        | [All tracks]
3799   | 2اؤمن بملائكة الله                                 | 1st        | [All tracks]
3800   | 2اغتسل                                             | 1st        | [All tracks]
3801   | 2الرسول صلى الله عليه وسلم المصدق                  | 1st        | [All tracks]
3802   | 2اهذب خلقي                                         | 1st        | [All tracks]
3803   | 2سورة الطارق                                       | 1st        | [All tracks]
3804   | 2لا أغش قصة صبرة اللبن                             | 1st        | [All tracks]
3805   | 3اؤمن بالبعث والجزاء                               | 1st        | [All tracks]
3806   | 3اقدر المرأة                                       | 1st        | [All tracks]
3807   | 3امد يد العون قصة موسى مع بنات شعيب                | 1st        | [All tracks]
3808   | 3سورة العلق                                        | 1st        | [All tracks]
3809   | 3صلاة الوتر والفجر                                 | 1st        | [All tracks]
3810   | 3مساندة خديجة للرسول صلى الله عليه وسلم            | 1st        | [All tracks]
3811   | 4استغفر واتوب قصة يونس                             | 1st        | [All tracks]
3812   | 4اسلام علي بن ابي طالب رضي الله عنه                | 1st        | [All tracks]
3813   | 4اعترف بالخطأ واعتذر قصة يونس                      | 1st        | [All tracks]
3814   | 4تحية المسجد                                       | 1st        | [All tracks]
3815   | 4ربي الكريم يدخلني جنته                            | 1st        | [All tracks]
3816   | 4سورة النازعات                                     | 1st        | [All tracks]
3817   | 5اتفاءل ولا أيأس قصة نوح                           | 1st        | [All tracks]
3818   | 5اصبر واواظب قصة نوح                               | 1st        | [All tracks]
3819   | 5انذار الرسول صلى الله عليه وسلم عشيرته            | 1st        | [All tracks]
3820   | 5ربي رحيم يجنبني عذابه                             | 1st        | [All tracks]
3821   | 5سورة المطففين                                     | 1st        | [All tracks]
3822   | 5صلاة العيدين                                      | 1st        | [All tracks]
3823   | 6احب الرسول صلى الله عليه وسلم وانصره              | 1st        | [All tracks]
3824   | 6اذكر الله – اناجي الله                            | 1st        | [All tracks]
3825   | 6الله الرحمان الغفار التواب                        | 1st        | [All tracks]
3826   | 6ديني ينهاني عن التمادي في الخطأ                   | 1st        | [All tracks]
3827   | 6سورة القيامة                                      | 1st        | [All tracks]
3828   | 7سورة التكوير                                      | 1st        | [All tracks]
3829   | 8سورة الحاقة                                       | 1st        | [All tracks]
3830   | 9سورة المعارج                                      | 1st        | [All tracks]


## Mathematics (47 lessons):

# Lessons:
ID     | Title                                              | Cycle      | Tracks
--------------------------------------------------------------------------------
3831   | 10قياس الزوايا                                     | 1st        | [All tracks]
3832   | 11المضاعفات والقواسم                               | 1st        | [All tracks]
3833   | 12الزمان                                           | 1st        | [All tracks]
3834   | 13الزمان – المجموع والفرق                          | 1st        | [All tracks]
3835   | 14الزمان – الجداء                                  | 1st        | [All tracks]
3836   | 15المضلعات                                         | 1st        | [All tracks]
3837   | 16المضلعات – إنشاءات وتعريف                        | 1st        | [All tracks]
3838   | 17المضلعات – زوايا وإنشاءات                        | 1st        | [All tracks]
3839   | 18المضلعات – شبه المنحرف                           | 1st        | [All tracks]
3840   | 19الأعداد العشرية                                  | 1st        | [All tracks]
3841   | 1الأعداد الصحيحة الطبيعية (الملايين والملايير)     | 1st        | [All tracks]
3842   | 20الأعداد العشرية – قراءة وكتابة ومقارنة وترتيب وت | 1st        | [All tracks]
